ktestWM MFI_KLEE_TOPDIR_TEST_TEMPLATE.sh-out/klee-out-0/test000003.ktest MFI_KLEE_TOPDIR_TEST_TEMPLATE.sh-out/klee-out-0/test000001.ktest MFI_KLEE_TOPDIR_TEST_TEMPLATE.sh-out/klee-out-0/test000004.ktest MFI_KLEE_TOPDIR_TEST_TEMPLATE.sh-out/klee-out-0/test000002.ktest tests_misc_chcon-fail.sh-out/Dev-out-0/devtest.ktest tests_misc_chcon-fail.sh-out/Dev-out-1/devtest.ktest tests_misc_chcon-fail.sh-out/Dev-out-3/devtest.ktest tests_misc_chcon-fail.sh-out/Dev-out-2/devtest.ktest tests_misc_help-version.sh-out/Dev-out-0/devtest.ktest tests_misc_help-version.sh-out/Dev-out-10/devtest.ktest tests_misc_help-version.sh-out/Dev-out-1/devtest.ktest tests_misc_help-version.sh-out/Dev-out-5/devtest.ktest tests_misc_help-version.sh-out/Dev-out-6/devtest.ktest tests_misc_help-version.sh-out/Dev-out-3/devtest.ktest tests_misc_help-version.sh-out/Dev-out-2/devtest.ktest tests_misc_help-version.sh-out/Dev-out-8/devtest.ktest tests_misc_help-version.sh-out/Dev-out-11/devtest.ktest tests_misc_help-version.sh-out/Dev-out-7/devtest.ktest tests_misc_help-version.sh-out/Dev-out-9/devtest.ktest tests_misc_help-version.sh-out/Dev-out-4/devtest.ktest tests_misc_invalid-opt.pl-out/Dev-out-0/devtest.ktest
chcon/1923 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1015 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1869 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/170 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chcon/174 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chcon/671 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/672 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/673 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/674 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/675 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/676 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/677 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/246 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chcon/1705 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1339 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1338 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1702 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1703 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1335 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1334 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1331 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1330 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1333 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1332 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/77 0 0 0 0 0 0 0 0 1 1 0 0 1 0 1 1 0 0 0 1 0
chcon/76 0 0 0 0 0 0 0 0 1 1 0 0 1 0 1 1 0 0 0 1 0
chcon/74 0 0 0 0 0 0 0 0 1 1 0 0 1 0 1 1 0 0 0 1 0
chcon/73 0 0 0 0 0 0 0 0 1 1 0 0 1 0 1 1 0 0 0 1 0
chcon/71 0 0 0 0 0 0 0 0 1 1 0 0 1 0 1 1 0 0 0 1 0
chcon/70 0 0 0 0 0 0 0 0 1 1 0 0 1 0 1 1 0 0 0 1 0
chcon/79 0 0 0 0 0 0 0 0 1 1 0 0 1 0 1 1 0 0 0 1 0
chcon/908 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/909 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/458 1 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chcon/459 1 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chcon/454 1 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chcon/455 1 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chcon/456 1 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chcon/457 1 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chcon/450 1 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chcon/451 1 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chcon/452 1 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chcon/327 1 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chcon/515 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/516 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1096 0 1 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1418 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1419 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1148 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1149 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1146 1 1 1 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1147 1 1 1 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1144 1 1 1 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1145 1 1 1 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1142 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1143 1 1 1 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1140 1 1 1 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1141 1 1 1 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1023 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/992 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/995 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1024 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/997 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1026 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/999 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1381 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1382 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1693 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1690 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1645 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1691 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/429 1 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chcon/428 1 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chcon/359 1 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chcon/358 1 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chcon/297 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chcon/1090 0 1 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/353 1 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chcon/352 1 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chcon/423 1 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chcon/422 1 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chcon/357 1 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chcon/424 1 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chcon/355 1 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chcon/426 1 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chcon/1644 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/191 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chcon/190 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chcon/1244 1 1 1 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1247 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1246 1 1 1 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1091 0 1 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1240 1 1 1 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1564 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1565 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1248 1 1 1 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1562 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1563 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1968 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1969 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/344 1 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chcon/345 1 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chcon/346 1 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chcon/347 1 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chcon/229 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chcon/436 1 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chcon/1613 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/221 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chcon/437 1 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chcon/434 1 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chcon/1929 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/435 1 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chcon/889 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/888 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/735 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/882 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/881 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/880 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/731 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/730 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/885 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/732 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1748 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1749 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/465 1 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chcon/396 1 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chcon/395 1 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chcon/1129 0 1 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/466 1 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chcon/1578 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/461 1 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chcon/392 1 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chcon/463 1 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chcon/390 1 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chcon/1605 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1599 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1598 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1918 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1597 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1596 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1607 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1099 0 1 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/541 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1069 0 1 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1601 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1600 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1697 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1346 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1347 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1340 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1603 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1342 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1343 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1916 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1348 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/900 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1528 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/901 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1529 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/906 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/907 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/397 1 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chcon/464 1 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chcon/467 1 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chcon/394 1 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chcon/393 1 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chcon/460 1 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chcon/391 1 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chcon/462 1 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chcon/542 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/540 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/453 1 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chcon/469 1 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chcon/468 1 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chcon/399 1 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chcon/398 1 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chcon/1281 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1280 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1283 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1282 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1285 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1287 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1286 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1289 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1288 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1523 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1524 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1526 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1527 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1442 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1441 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1447 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1446 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1449 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1448 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1849 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1848 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1846 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1845 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1844 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1843 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1842 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1840 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/269 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0
chcon/262 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chcon/261 1 1 1 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/267 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0
chcon/265 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
chcon/264 1 0 1 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1
chcon/305 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chcon/306 1 1 1 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/308 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
chcon/1238 1 1 1 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1234 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1235 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1236 1 1 1 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1237 1 1 1 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1231 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1232 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1233 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/847 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 1 1 1 0 0
chcon/846 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 1 1 1 0 0
chcon/845 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 1 1 1 0 0
chcon/844 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 1 1 1 0 0
chcon/843 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 1 1 1 0 0
chcon/842 0 0 0 0 0 0 0 0 1 1 0 0 1 0 1 1 0 0 0 1 0
chcon/1768 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/849 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 1 1 1 0 0
chcon/848 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 1 1 1 0 0
chcon/1627 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1626 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1625 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1839 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1623 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1622 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1621 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1620 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1832 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1830 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1831 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1836 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1629 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1628 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1876 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1877 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/164 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chcon/167 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chcon/1414 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/168 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chcon/169 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chcon/1490 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1491 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1492 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1493 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1494 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1495 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1496 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1497 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1498 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1171 1 1 1 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1417 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1300 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1301 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/48 0 0 0 1 1 1 1 1 1 1 0 0 1 0 1 1 0 0 0 1 1
chcon/49 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1
chcon/1304 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1306 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1307 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1308 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/1309 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
chcon/40 0 0 0 1 1 1 1 1 1 1 0 0 1 0 1 1 0 0 0 1 1
chcon/41 0 0 0 1 1 1 1 1 1 1 0 0 1 0 1 1 0 0 0 1 1
chcon/47 0 0 0 0 0 0 0 0 1 1 0 0 1 0 1 1 0 0 0 1 0
